instant,date,season,hr,holiday,weekday,workingday,weather,temp,atemp,hum,windspeed,casual,registered,cnt,month,year,index
1433,2011-03-04,1,23,0,5,1,2,0.3,0.303,0.75,0.1642,6,40,46,3,2011,1432
1434,2011-03-05,1,0,0,6,0,2,0.28,0.2879,0.81,0.1045,4,15,19,3,2011,1433
1435,2011-03-05,1,1,0,6,0,2,0.3,0.3182,0.81,0.1045,5,20,25,3,2011,1434
1436,2011-03-05,1,2,0,6,0,2,0.3,0.2879,0.87,0.19399999999999998,5,15,20,3,2011,1435
1437,2011-03-05,1,3,0,6,0,2,0.3,0.2879,0.87,0.19399999999999998,0,2,2,3,2011,1436
1438,2011-03-05,1,4,0,6,0,2,0.3,0.303,0.93,0.1642,0,1,1,3,2011,1437
1439,2011-03-05,1,5,0,6,0,2,0.3,0.303,1.0,0.1343,0,3,3,3,2011,1438
1440,2011-03-05,1,6,0,6,0,2,0.3,0.2879,1.0,0.2239,1,3,4,3,2011,1439
1441,2011-03-05,1,7,0,6,0,2,0.3,0.2727,1.0,0.2985,5,10,15,3,2011,1440
1442,2011-03-05,1,8,0,6,0,2,0.3,0.2727,1.0,0.2985,11,34,45,3,2011,1441
1443,2011-03-05,1,9,0,6,0,2,0.32,0.303,0.93,0.2239,15,48,63,3,2011,1442
1444,2011-03-05,1,10,0,6,0,2,0.34,0.3333,0.93,0.19399999999999998,34,69,103,3,2011,1443
1445,2011-03-05,1,11,0,6,0,2,0.4,0.4091,0.76,0.2239,43,116,159,3,2011,1444
1446,2011-03-05,1,12,0,6,0,2,0.44,0.4394,0.67,0.2537,46,121,167,3,2011,1445
1447,2011-03-05,1,13,0,6,0,2,0.46,0.4545,0.67,0.2836,60,130,190,3,2011,1446
1448,2011-03-05,1,14,0,6,0,2,0.48,0.4697,0.59,0.2836,80,118,198,3,2011,1447
1449,2011-03-05,1,15,0,6,0,2,0.46,0.4545,0.63,0.2985,83,122,205,3,2011,1448
1450,2011-03-05,1,16,0,6,0,2,0.48,0.4697,0.59,0.2985,74,130,204,3,2011,1449
1451,2011-03-05,1,17,0,6,0,2,0.48,0.4697,0.59,0.3582,60,104,164,3,2011,1450
1452,2011-03-05,1,18,0,6,0,2,0.48,0.4697,0.59,0.3284,37,115,152,3,2011,1451
1453,2011-03-05,1,19,0,6,0,2,0.46,0.4545,0.67,0.3284,27,62,89,3,2011,1452
1454,2011-03-05,1,20,0,6,0,2,0.44,0.4394,0.77,0.3284,12,58,70,3,2011,1453
1455,2011-03-05,1,21,0,6,0,2,0.44,0.4394,0.72,0.3284,12,60,72,3,2011,1454
1456,2011-03-05,1,22,0,6,0,2,0.42,0.4242,0.77,0.2985,16,47,63,3,2011,1455
1457,2011-03-05,1,23,0,6,0,2,0.44,0.4394,0.77,0.2985,10,34,44,3,2011,1456
1458,2011-03-06,1,0,0,0,0,2,0.42,0.4242,0.77,0.3582,11,41,52,3,2011,1457
1459,2011-03-06,1,1,0,0,0,2,0.42,0.4242,0.77,0.2836,12,27,39,3,2011,1458
1460,2011-03-06,1,2,0,0,0,2,0.4,0.4091,0.82,0.2836,5,27,32,3,2011,1459
1461,2011-03-06,1,3,0,0,0,2,0.42,0.4242,0.82,0.2985,2,9,11,3,2011,1460
1462,2011-03-06,1,4,0,0,0,2,0.42,0.4242,0.88,0.3582,0,3,3,3,2011,1461
1463,2011-03-06,1,6,0,0,0,2,0.42,0.4242,0.94,0.3582,1,1,2,3,2011,1462
1464,2011-03-06,1,7,0,0,0,3,0.42,0.4242,1.0,0.4478,0,5,5,3,2011,1463
1465,2011-03-06,1,8,0,0,0,2,0.4,0.4091,1.0,0.2985,1,8,9,3,2011,1464
1466,2011-03-06,1,9,0,0,0,2,0.42,0.4242,1.0,0.2836,4,18,22,3,2011,1465
1467,2011-03-06,1,10,0,0,0,2,0.42,0.4242,1.0,0.2985,4,27,31,3,2011,1466
1468,2011-03-06,1,11,0,0,0,2,0.42,0.4242,1.0,0.2239,18,44,62,3,2011,1467
1469,2011-03-06,1,12,0,0,0,2,0.46,0.4545,0.94,0.3284,10,69,79,3,2011,1468
1470,2011-03-06,1,13,0,0,0,2,0.46,0.4545,0.94,0.3582,22,83,105,3,2011,1469
1471,2011-03-06,1,14,0,0,0,3,0.44,0.4394,1.0,0.2239,12,27,39,3,2011,1470
1472,2011-03-06,1,15,0,0,0,3,0.44,0.4394,1.0,0.2239,3,4,7,3,2011,1471
1473,2011-03-06,1,16,0,0,0,3,0.36,0.3333,1.0,0.2836,3,8,11,3,2011,1472
1474,2011-03-06,1,17,0,0,0,3,0.34,0.303,1.0,0.2985,2,23,25,3,2011,1473
1475,2011-03-06,1,18,0,0,0,3,0.32,0.2879,1.0,0.3582,0,23,23,3,2011,1474
1476,2011-03-06,1,19,0,0,0,3,0.3,0.2576,1.0,0.4925,0,11,11,3,2011,1475
1477,2011-03-06,1,20,0,0,0,3,0.28,0.2424,1.0,0.4179,3,8,11,3,2011,1476
1478,2011-03-06,1,21,0,0,0,3,0.24,0.1818,0.93,0.6119,1,6,7,3,2011,1477
1479,2011-03-06,1,22,0,0,0,2,0.22,0.19699999999999998,1.0,0.3881,0,10,10,3,2011,1478
1480,2011-03-06,1,23,0,0,0,2,0.22,0.19699999999999998,1.0,0.4179,0,9,9,3,2011,1479
1481,2011-03-07,1,0,0,1,1,3,0.2,0.1818,1.0,0.3284,0,4,4,3,2011,1480
1482,2011-03-07,1,1,0,1,1,3,0.2,0.1818,1.0,0.3284,0,2,2,3,2011,1481
1483,2011-03-07,1,3,0,1,1,1,0.2,0.1515,0.8,0.5821,0,1,1,3,2011,1482
1484,2011-03-07,1,4,0,1,1,1,0.2,0.1515,0.8,0.5224,1,0,1,3,2011,1483
1485,2011-03-07,1,5,0,1,1,1,0.2,0.1818,0.75,0.3582,0,1,1,3,2011,1484
1486,2011-03-07,1,6,0,1,1,1,0.2,0.1818,0.75,0.3881,3,31,34,3,2011,1485
1487,2011-03-07,1,7,0,1,1,1,0.2,0.1667,0.75,0.4179,3,88,91,3,2011,1486
1488,2011-03-07,1,8,0,1,1,1,0.2,0.1818,0.75,0.3881,11,200,211,3,2011,1487
1489,2011-03-07,1,9,0,1,1,1,0.22,0.1818,0.64,0.4627,5,129,134,3,2011,1488
1490,2011-03-07,1,10,0,1,1,1,0.24,0.2121,0.6,0.2985,15,43,58,3,2011,1489
1491,2011-03-07,1,11,0,1,1,1,0.26,0.2121,0.48,0.4478,19,41,60,3,2011,1490
1492,2011-03-07,1,12,0,1,1,1,0.3,0.2727,0.42,0.4179,28,68,96,3,2011,1491
1493,2011-03-07,1,13,0,1,1,1,0.32,0.2879,0.36,0.3881,16,54,70,3,2011,1492
1494,2011-03-07,1,14,0,1,1,1,0.32,0.2879,0.36,0.4179,21,56,77,3,2011,1493
1495,2011-03-07,1,15,0,1,1,1,0.34,0.303,0.31,0.3881,32,64,96,3,2011,1494
1496,2011-03-07,1,16,0,1,1,1,0.34,0.303,0.31,0.3582,26,96,122,3,2011,1495
1497,2011-03-07,1,17,0,1,1,1,0.34,0.303,0.29,0.3582,27,206,233,3,2011,1496
1498,2011-03-07,1,18,0,1,1,1,0.32,0.303,0.31,0.2239,19,214,233,3,2011,1497
1499,2011-03-07,1,19,0,1,1,1,0.3,0.2879,0.33,0.2239,11,134,145,3,2011,1498
1500,2011-03-07,1,20,0,1,1,1,0.3,0.303,0.33,0.1642,5,87,92,3,2011,1499
1501,2011-03-07,1,21,0,1,1,1,0.28,0.2727,0.38,0.2239,1,53,54,3,2011,1500
1502,2011-03-07,1,22,0,1,1,1,0.26,0.2576,0.48,0.1642,1,34,35,3,2011,1501
1503,2011-03-07,1,23,0,1,1,1,0.28,0.3182,0.48,0.0,0,22,22,3,2011,1502
1504,2011-03-08,1,0,0,2,1,1,0.26,0.2879,0.48,0.0896,1,9,10,3,2011,1503
1505,2011-03-08,1,1,0,2,1,1,0.24,0.2424,0.52,0.1343,0,4,4,3,2011,1504
1506,2011-03-08,1,2,0,2,1,1,0.24,0.2424,0.52,0.1343,1,0,1,3,2011,1505
1507,2011-03-08,1,3,0,2,1,1,0.24,0.2576,0.52,0.0896,5,2,7,3,2011,1506
1508,2011-03-08,1,4,0,2,1,1,0.22,0.2727,0.64,0.0,0,2,2,3,2011,1507
1509,2011-03-08,1,5,0,2,1,1,0.2,0.2273,0.69,0.1045,2,8,10,3,2011,1508
1510,2011-03-08,1,6,0,2,1,1,0.2,0.2576,0.59,0.0,3,42,45,3,2011,1509
1511,2011-03-08,1,7,0,2,1,1,0.18,0.19699999999999998,0.64,0.1343,9,119,128,3,2011,1510
1512,2011-03-08,1,8,0,2,1,1,0.22,0.2273,0.55,0.19399999999999998,10,247,257,3,2011,1511
1513,2011-03-08,1,9,0,2,1,1,0.26,0.2576,0.41,0.1642,11,140,151,3,2011,1512
1514,2011-03-08,1,10,0,2,1,2,0.3,0.2879,0.33,0.19399999999999998,25,46,71,3,2011,1513
1515,2011-03-08,1,11,0,2,1,2,0.36,0.3485,0.25,0.1642,26,52,78,3,2011,1514
1516,2011-03-08,1,12,0,2,1,2,0.36,0.3788,0.23,0.0,29,70,99,3,2011,1515
1517,2011-03-08,1,13,0,2,1,2,0.38,0.3939,0.25,0.1045,25,73,98,3,2011,1516
1518,2011-03-08,1,14,0,2,1,2,0.38,0.3939,0.2,0.0,16,56,72,3,2011,1517
1519,2011-03-08,1,15,0,2,1,2,0.36,0.3788,0.18,0.0,35,77,112,3,2011,1518
1520,2011-03-08,1,16,0,2,1,1,0.38,0.3939,0.27,0.1642,26,82,108,3,2011,1519
1521,2011-03-08,1,17,0,2,1,1,0.36,0.3485,0.27,0.2239,39,209,248,3,2011,1520
1522,2011-03-08,1,18,0,2,1,1,0.34,0.3333,0.27,0.19399999999999998,21,214,235,3,2011,1521
1523,2011-03-08,1,19,0,2,1,1,0.34,0.3485,0.31,0.1045,9,141,150,3,2011,1522
1524,2011-03-08,1,20,0,2,1,1,0.32,0.3333,0.39,0.0896,2,74,76,3,2011,1523
1525,2011-03-08,1,21,0,2,1,1,0.3,0.2879,0.49,0.19399999999999998,7,68,75,3,2011,1524
1526,2011-03-08,1,22,0,2,1,1,0.3,0.2879,0.49,0.2239,11,44,55,3,2011,1525
1527,2011-03-08,1,23,0,2,1,1,0.28,0.2727,0.61,0.19399999999999998,3,38,41,3,2011,1526
1528,2011-03-09,1,0,0,3,1,1,0.26,0.2879,0.65,0.0896,0,9,9,3,2011,1527
1529,2011-03-09,1,1,0,3,1,1,0.26,0.2727,0.52,0.1343,0,4,4,3,2011,1528
1530,2011-03-09,1,2,0,3,1,1,0.26,0.2727,0.52,0.1343,1,1,2,3,2011,1529
1531,2011-03-09,1,3,0,3,1,1,0.24,0.2576,0.7,0.0896,1,2,3,3,2011,1530
1532,2011-03-09,1,4,0,3,1,1,0.24,0.2576,0.75,0.1045,0,2,2,3,2011,1531
1533,2011-03-09,1,5,0,3,1,2,0.24,0.2424,0.81,0.1343,1,7,8,3,2011,1532
1534,2011-03-09,1,6,0,3,1,2,0.24,0.2576,0.85,0.1045,5,44,49,3,2011,1533
1535,2011-03-09,1,7,0,3,1,2,0.24,0.2424,0.87,0.1642,18,123,141,3,2011,1534
1536,2011-03-09,1,8,0,3,1,2,0.24,0.2424,0.87,0.1343,11,238,249,3,2011,1535
1537,2011-03-09,1,9,0,3,1,2,0.26,0.2424,0.87,0.2537,5,136,141,3,2011,1536
1538,2011-03-09,1,10,0,3,1,2,0.3,0.2879,0.75,0.2537,8,49,57,3,2011,1537
1539,2011-03-09,1,11,0,3,1,2,0.32,0.2879,0.76,0.3881,15,44,59,3,2011,1538
1540,2011-03-09,1,12,0,3,1,2,0.32,0.303,0.76,0.2537,14,84,98,3,2011,1539
1541,2011-03-09,1,13,0,3,1,2,0.32,0.2879,0.76,0.3582,17,82,99,3,2011,1540
1542,2011-03-09,1,14,0,3,1,2,0.34,0.303,0.76,0.2985,10,61,71,3,2011,1541
1543,2011-03-09,1,15,0,3,1,2,0.36,0.3333,0.71,0.2985,15,64,79,3,2011,1542
1544,2011-03-09,1,16,0,3,1,2,0.34,0.303,0.76,0.3284,10,102,112,3,2011,1543
1545,2011-03-09,1,17,0,3,1,2,0.34,0.303,0.76,0.2985,18,176,194,3,2011,1544
1546,2011-03-09,1,18,0,3,1,2,0.34,0.3182,0.76,0.2537,12,176,188,3,2011,1545
1547,2011-03-09,1,19,0,3,1,2,0.34,0.303,0.76,0.3284,11,123,134,3,2011,1546
1548,2011-03-09,1,20,0,3,1,2,0.32,0.3182,0.87,0.19399999999999998,4,87,91,3,2011,1547
1549,2011-03-09,1,21,0,3,1,2,0.32,0.303,0.93,0.3284,10,52,62,3,2011,1548
1550,2011-03-09,1,22,0,3,1,3,0.32,0.3182,0.93,0.1642,4,17,21,3,2011,1549
1551,2011-03-09,1,23,0,3,1,3,0.34,0.3333,0.93,0.19399999999999998,1,17,18,3,2011,1550
1552,2011-03-10,1,0,0,4,1,3,0.34,0.3182,0.0,0.2537,3,0,3,3,2011,1551
1553,2011-03-10,1,1,0,4,1,3,0.34,0.3182,0.0,0.2537,0,2,2,3,2011,1552
1554,2011-03-10,1,2,0,4,1,3,0.34,0.3182,0.0,0.2537,0,1,1,3,2011,1553
1555,2011-03-10,1,5,0,4,1,3,0.36,0.3485,0.0,0.19399999999999998,1,2,3,3,2011,1554
1556,2011-03-10,1,6,0,4,1,3,0.36,0.3333,0.0,0.3284,0,12,12,3,2011,1555
1557,2011-03-10,1,7,0,4,1,3,0.38,0.3939,0.0,0.2239,1,36,37,3,2011,1556
1558,2011-03-10,1,8,0,4,1,3,0.38,0.3939,0.0,0.2836,1,43,44,3,2011,1557
1559,2011-03-10,1,9,0,4,1,3,0.4,0.4091,0.0,0.2239,1,23,24,3,2011,1558
1560,2011-03-10,1,10,0,4,1,3,0.4,0.4091,0.0,0.1642,0,17,17,3,2011,1559
1561,2011-03-10,1,11,0,4,1,3,0.4,0.4091,0.0,0.2537,6,5,11,3,2011,1560
1562,2011-03-10,1,12,0,4,1,3,0.42,0.4242,0.0,0.2239,4,30,34,3,2011,1561
1563,2011-03-10,1,13,0,4,1,3,0.42,0.4242,0.0,0.2239,1,11,12,3,2011,1562
1564,2011-03-10,1,14,0,4,1,3,0.44,0.4394,0.0,0.2985,0,12,12,3,2011,1563
1565,2011-03-10,1,15,0,4,1,3,0.44,0.4394,0.0,0.2239,3,11,14,3,2011,1564
1566,2011-03-10,1,16,0,4,1,3,0.42,0.4242,0.0,0.2537,1,20,21,3,2011,1565
1567,2011-03-10,1,17,0,4,1,2,0.44,0.4394,0.0,0.3881,2,109,111,3,2011,1566
1568,2011-03-10,1,18,0,4,1,3,0.44,0.4394,0.0,0.3582,2,80,82,3,2011,1567
1569,2011-03-10,1,19,0,4,1,3,0.44,0.4394,0.0,0.5821,5,51,56,3,2011,1568
1570,2011-03-10,1,20,0,4,1,3,0.36,0.3333,0.0,0.3284,9,29,38,3,2011,1569
1571,2011-03-10,1,21,0,4,1,3,0.36,0.3485,0.0,0.2239,1,27,28,3,2011,1570
1572,2011-03-10,1,22,0,4,1,2,0.34,0.3333,0.0,0.1343,4,30,34,3,2011,1571
1573,2011-03-10,1,23,0,4,1,3,0.34,0.3485,0.0,0.0896,1,26,27,3,2011,1572
1574,2011-03-11,1,0,0,5,1,2,0.34,0.3485,1.0,0.0896,0,6,6,3,2011,1573
1575,2011-03-11,1,1,0,5,1,3,0.34,0.3485,1.0,0.1045,0,8,8,3,2011,1574
1576,2011-03-11,1,2,0,5,1,3,0.34,0.3485,1.0,0.1045,2,3,5,3,2011,1575
1577,2011-03-11,1,3,0,5,1,2,0.32,0.3333,0.93,0.0896,0,2,2,3,2011,1576
1578,2011-03-11,1,5,0,5,1,1,0.3,0.2879,0.81,0.2239,1,6,7,3,2011,1577
1579,2011-03-11,1,6,0,5,1,1,0.26,0.2424,0.81,0.2836,1,31,32,3,2011,1578
1580,2011-03-11,1,7,0,5,1,1,0.26,0.2576,0.7,0.19399999999999998,10,104,114,3,2011,1579
1581,2011-03-11,1,8,0,5,1,1,0.28,0.2727,0.7,0.2537,15,244,259,3,2011,1580
1582,2011-03-11,1,9,0,5,1,2,0.3,0.2879,0.61,0.2836,13,143,156,3,2011,1581
1583,2011-03-11,1,10,0,5,1,2,0.32,0.303,0.57,0.2985,18,60,78,3,2011,1582
1584,2011-03-11,1,11,0,5,1,2,0.32,0.303,0.57,0.2985,14,67,81,3,2011,1583
1585,2011-03-11,1,12,0,5,1,2,0.34,0.3182,0.53,0.2537,15,96,111,3,2011,1584
1586,2011-03-11,1,13,0,5,1,1,0.36,0.3333,0.53,0.2537,15,92,107,3,2011,1585
1587,2011-03-11,1,14,0,5,1,2,0.36,0.3333,0.5,0.3582,25,64,89,3,2011,1586
1588,2011-03-11,1,15,0,5,1,2,0.34,0.3182,0.53,0.2537,21,64,85,3,2011,1587
1589,2011-03-11,1,16,0,5,1,2,0.34,0.303,0.49,0.2985,18,95,113,3,2011,1588
1590,2011-03-11,1,17,0,5,1,1,0.34,0.3182,0.49,0.2239,23,200,223,3,2011,1589
1591,2011-03-11,1,18,0,5,1,1,0.32,0.303,0.49,0.3284,19,134,153,3,2011,1590
1592,2011-03-11,1,19,0,5,1,1,0.3,0.2727,0.56,0.3284,7,111,118,3,2011,1591
1593,2011-03-11,1,20,0,5,1,1,0.3,0.303,0.56,0.1642,6,70,76,3,2011,1592
1594,2011-03-11,1,21,0,5,1,2,0.3,0.2879,0.52,0.2537,10,43,53,3,2011,1593
1595,2011-03-11,1,22,0,5,1,1,0.3,0.303,0.52,0.1642,11,53,64,3,2011,1594
1596,2011-03-11,1,23,0,5,1,1,0.3,0.2879,0.52,0.2537,3,34,37,3,2011,1595
1597,2011-03-12,1,0,0,6,0,1,0.26,0.2727,0.6,0.1343,4,30,34,3,2011,1596
1598,2011-03-12,1,1,0,6,0,1,0.24,0.2273,0.65,0.19399999999999998,3,15,18,3,2011,1597
1599,2011-03-12,1,2,0,6,0,1,0.24,0.2273,0.65,0.19399999999999998,0,14,14,3,2011,1598
1600,2011-03-12,1,3,0,6,0,1,0.24,0.2273,0.65,0.2537,1,6,7,3,2011,1599
1601,2011-03-12,1,4,0,6,0,1,0.24,0.2273,0.65,0.2537,0,1,1,3,2011,1600
1602,2011-03-12,1,5,0,6,0,1,0.22,0.2273,0.69,0.19399999999999998,0,2,2,3,2011,1601
1603,2011-03-12,1,6,0,6,0,1,0.22,0.2121,0.75,0.2537,2,2,4,3,2011,1602
1604,2011-03-12,1,7,0,6,0,1,0.24,0.2273,0.7,0.19399999999999998,4,19,23,3,2011,1603
1605,2011-03-12,1,8,0,6,0,1,0.26,0.2576,0.65,0.1642,9,44,53,3,2011,1604
1606,2011-03-12,1,9,0,6,0,1,0.28,0.2879,0.65,0.1045,25,76,101,3,2011,1605
1607,2011-03-12,1,10,0,6,0,1,0.32,0.303,0.66,0.2239,21,78,99,3,2011,1606
1608,2011-03-12,1,11,0,6,0,1,0.34,0.303,0.49,0.3284,36,83,119,3,2011,1607
1609,2011-03-12,1,12,0,6,0,1,0.34,0.3182,0.53,0.2836,51,107,158,3,2011,1608
1610,2011-03-12,1,13,0,6,0,1,0.36,0.3333,0.51,0.3582,62,95,157,3,2011,1609
1611,2011-03-12,1,14,0,6,0,1,0.4,0.4091,0.5,0.4478,70,96,166,3,2011,1610
1612,2011-03-12,1,15,0,6,0,1,0.42,0.4242,0.44,0.4925,81,101,182,3,2011,1611
1613,2011-03-12,1,16,0,6,0,1,0.46,0.4545,0.41,0.4478,100,144,244,3,2011,1612
1614,2011-03-12,1,17,0,6,0,1,0.46,0.4545,0.44,0.3284,99,114,213,3,2011,1613
1615,2011-03-12,1,18,0,6,0,1,0.42,0.4242,0.54,0.1642,54,91,145,3,2011,1614
1616,2011-03-12,1,19,0,6,0,1,0.42,0.4242,0.54,0.0896,26,86,112,3,2011,1615
1617,2011-03-12,1,20,0,6,0,1,0.4,0.4091,0.58,0.1045,22,64,86,3,2011,1616
1618,2011-03-12,1,21,0,6,0,1,0.38,0.3939,0.62,0.0,36,46,82,3,2011,1617
1619,2011-03-12,1,22,0,6,0,1,0.36,0.3788,0.71,0.0,7,56,63,3,2011,1618
1620,2011-03-12,1,23,0,6,0,1,0.38,0.3939,0.66,0.0896,11,38,49,3,2011,1619
1621,2011-03-13,1,0,0,0,0,1,0.38,0.3939,0.62,0.1045,3,35,38,3,2011,1620
1622,2011-03-13,1,1,0,0,0,1,0.36,0.3485,0.66,0.1343,10,23,33,3,2011,1621
1623,2011-03-13,1,3,0,0,0,1,0.34,0.3333,0.76,0.1343,6,17,23,3,2011,1622
1624,2011-03-13,1,4,0,0,0,1,0.34,0.3333,0.66,0.1642,4,9,13,3,2011,1623
1625,2011-03-13,1,5,0,0,0,1,0.36,0.3485,0.62,0.1343,0,3,3,3,2011,1624
1626,2011-03-13,1,6,0,0,0,1,0.34,0.3636,0.66,0.0,0,2,2,3,2011,1625
1627,2011-03-13,1,7,0,0,0,1,0.36,0.3485,0.62,0.19399999999999998,2,8,10,3,2011,1626
1628,2011-03-13,1,8,0,0,0,1,0.4,0.4091,0.5,0.2985,11,23,34,3,2011,1627
1629,2011-03-13,1,9,0,0,0,1,0.4,0.4091,0.5,0.4179,8,36,44,3,2011,1628
1630,2011-03-13,1,10,0,0,0,1,0.42,0.4242,0.47,0.2537,36,86,122,3,2011,1629
1631,2011-03-13,1,11,0,0,0,1,0.44,0.4394,0.41,0.4179,88,93,181,3,2011,1630
1632,2011-03-13,1,12,0,0,0,1,0.46,0.4545,0.38,0.3881,74,120,194,3,2011,1631
1633,2011-03-13,1,13,0,0,0,1,0.46,0.4545,0.38,0.3881,97,124,221,3,2011,1632
1634,2011-03-13,1,14,0,0,0,1,0.46,0.4545,0.41,0.2985,144,106,250,3,2011,1633
1635,2011-03-13,1,15,0,0,0,1,0.48,0.4697,0.39,0.3284,149,155,304,3,2011,1634
1636,2011-03-13,1,16,0,0,0,1,0.46,0.4545,0.41,0.3881,124,132,256,3,2011,1635
1637,2011-03-13,1,17,0,0,0,1,0.44,0.4394,0.41,0.3582,98,143,241,3,2011,1636
1638,2011-03-13,1,18,0,0,0,1,0.4,0.4091,0.43,0.3582,55,92,147,3,2011,1637
1639,2011-03-13,1,19,0,0,0,1,0.36,0.3333,0.5,0.3582,28,73,101,3,2011,1638
1640,2011-03-13,1,20,0,0,0,1,0.32,0.303,0.57,0.2985,23,54,77,3,2011,1639
1641,2011-03-13,1,21,0,0,0,1,0.3,0.2879,0.56,0.2537,9,49,58,3,2011,1640
1642,2011-03-13,1,22,0,0,0,1,0.3,0.2727,0.56,0.3284,8,29,37,3,2011,1641
1643,2011-03-13,1,23,0,0,0,1,0.26,0.2576,0.65,0.2239,5,23,28,3,2011,1642
1644,2011-03-14,1,0,0,1,1,1,0.26,0.2727,0.65,0.1045,4,7,11,3,2011,1643
1645,2011-03-14,1,1,0,1,1,1,0.26,0.2879,0.65,0.0896,0,1,1,3,2011,1644
1646,2011-03-14,1,2,0,1,1,1,0.26,0.2879,0.65,0.0896,0,1,1,3,2011,1645
1647,2011-03-14,1,3,0,1,1,1,0.26,0.2727,0.65,0.1343,0,3,3,3,2011,1646
1648,2011-03-14,1,5,0,1,1,1,0.24,0.2424,0.7,0.1343,0,8,8,3,2011,1647
1649,2011-03-14,1,6,0,1,1,1,0.26,0.2727,0.65,0.1343,1,27,28,3,2011,1648
1650,2011-03-14,1,7,0,1,1,2,0.28,0.3182,0.61,0.0,4,84,88,3,2011,1649
1651,2011-03-14,1,8,0,1,1,2,0.3,0.303,0.56,0.1343,24,217,241,3,2011,1650
1652,2011-03-14,1,9,0,1,1,1,0.32,0.303,0.53,0.3284,13,127,140,3,2011,1651
1653,2011-03-14,1,10,0,1,1,1,0.34,0.3182,0.42,0.2537,27,57,84,3,2011,1652
1654,2011-03-14,1,11,0,1,1,1,0.36,0.3333,0.4,0.2537,26,45,71,3,2011,1653
1655,2011-03-14,1,12,0,1,1,1,0.38,0.3939,0.37,0.0,40,54,94,3,2011,1654
1656,2011-03-14,1,13,0,1,1,1,0.38,0.3939,0.36,0.3284,24,51,75,3,2011,1655
1657,2011-03-14,1,14,0,1,1,2,0.38,0.3939,0.34,0.0,27,52,79,3,2011,1656
1658,2011-03-14,1,15,0,1,1,1,0.38,0.3939,0.37,0.1642,24,77,101,3,2011,1657
1659,2011-03-14,1,16,0,1,1,1,0.4,0.4091,0.35,0.1045,27,80,107,3,2011,1658
1660,2011-03-14,1,17,0,1,1,1,0.38,0.3939,0.4,0.19399999999999998,42,229,271,3,2011,1659
1661,2011-03-14,1,18,0,1,1,1,0.36,0.3636,0.4,0.1045,25,210,235,3,2011,1660
1662,2011-03-14,1,19,0,1,1,1,0.36,0.3485,0.43,0.1343,17,133,150,3,2011,1661
1663,2011-03-14,1,20,0,1,1,1,0.34,0.3182,0.46,0.2239,23,106,129,3,2011,1662
1664,2011-03-14,1,21,0,1,1,1,0.34,0.3333,0.46,0.1343,5,58,63,3,2011,1663
1665,2011-03-14,1,22,0,1,1,1,0.32,0.3333,0.49,0.1045,4,43,47,3,2011,1664
1666,2011-03-14,1,23,0,1,1,1,0.32,0.3485,0.53,0.0,2,17,19,3,2011,1665
1667,2011-03-15,1,0,0,2,1,1,0.32,0.3485,0.53,0.0,7,7,14,3,2011,1666
1668,2011-03-15,1,1,0,2,1,1,0.3,0.303,0.62,0.0896,4,6,10,3,2011,1667
1669,2011-03-15,1,2,0,2,1,1,0.3,0.303,0.62,0.0896,1,2,3,3,2011,1668
1670,2011-03-15,1,4,0,2,1,1,0.24,0.2576,0.75,0.0896,1,1,2,3,2011,1669
1671,2011-03-15,1,5,0,2,1,1,0.24,0.2273,0.75,0.19399999999999998,0,11,11,3,2011,1670
1672,2011-03-15,1,6,0,2,1,1,0.22,0.2273,0.8,0.19399999999999998,3,32,35,3,2011,1671
1673,2011-03-15,1,7,0,2,1,1,0.24,0.2424,0.75,0.1642,10,109,119,3,2011,1672
1674,2011-03-15,1,8,0,2,1,1,0.26,0.2879,0.7,0.0896,23,259,282,3,2011,1673
1675,2011-03-15,1,9,0,2,1,2,0.3,0.3333,0.7,0.0,10,147,157,3,2011,1674
1676,2011-03-15,1,10,0,2,1,2,0.32,0.3182,0.66,0.19399999999999998,22,56,78,3,2011,1675
1677,2011-03-15,1,11,0,2,1,2,0.34,0.3182,0.57,0.2239,27,51,78,3,2011,1676
1678,2011-03-15,1,12,0,2,1,2,0.36,0.3485,0.5,0.2239,32,70,102,3,2011,1677
1679,2011-03-15,1,13,0,2,1,2,0.36,0.3333,0.57,0.2836,23,74,97,3,2011,1678
1680,2011-03-15,1,14,0,2,1,2,0.38,0.3939,0.46,0.2985,14,74,88,3,2011,1679
1681,2011-03-15,1,15,0,2,1,2,0.38,0.3939,0.43,0.2836,24,66,90,3,2011,1680
1682,2011-03-15,1,16,0,2,1,2,0.38,0.3939,0.46,0.3284,21,93,114,3,2011,1681
1683,2011-03-15,1,17,0,2,1,2,0.36,0.3485,0.62,0.19399999999999998,22,195,217,3,2011,1682
1684,2011-03-15,1,18,0,2,1,2,0.36,0.3333,0.62,0.2985,18,207,225,3,2011,1683
1685,2011-03-15,1,19,0,2,1,2,0.34,0.3182,0.71,0.2836,14,138,152,3,2011,1684
1686,2011-03-15,1,20,0,2,1,2,0.34,0.3182,0.71,0.2836,9,79,88,3,2011,1685
1687,2011-03-15,1,21,0,2,1,3,0.32,0.3333,0.81,0.1045,2,53,55,3,2011,1686
1688,2011-03-15,1,22,0,2,1,2,0.32,0.3182,0.87,0.1642,1,20,21,3,2011,1687
1689,2011-03-15,1,23,0,2,1,2,0.32,0.3182,0.87,0.1642,1,17,18,3,2011,1688
