predicted,original,index
58.15,27,2040
384.32,566,13331
311.65,339,7486
76.75,12,11159
187.6,240,11577
242.54,242,16939
243.42,188,2505
282.15,143,12184
16.56,9,9673
138.49,178,9742
292.83,299,3378
11.88,9,15840
160.68,164,3877
319.4,406,11141
57.15,32,251
69.65,74,1277
191.9,147,6151
41.99,22,6616
492.35,568,11963
139.57,155,3712
387.32,360,13466
49.66,33,2522
278.16,461,16022
177.79,168,7176
16.44,23,12117
72.33,68,315
108.03,28,11180
102.84,94,11828
86.22,173,6481
53.77,52,4276
384.99,551,16200
130.44,113,13890
172.38,138,2705
204.65,297,2298
57.31,64,2425
324.6,331,13228
303.07,267,15328
29.29,36,15812
181.77,36,17230
145.53,180,9019
131.56,115,3540
15.4,16,7090
424.97,425,12830
196.37,135,9687
248.88,271,15808
31.04,101,10707
122.21,144,9022
280.11,304,1775
11.78,74,16065
9.57,12,4851
90.53,66,9503
177.17,172,16322
5.78,7,14471
454.98,419,14123
9.97,17,3051
89.81,126,451
452.26,441,2540
100.69,27,2858
138.93,160,7892
236.85,219,3478
289.32,289,13840
398.53,342,10262
190.33,145,16488
247.73,218,14406
537.56,530,12037
339.28,360,6434
93.66,101,8787
343.51,355,14956
337.99,343,5610
60.38,66,7560
-2.3,9,8293
302.61,378,15751
131.55,103,6618
196.97,136,1837
334.38,420,15393
0.0,8,5479
323.6,352,14767
3.03,6,13366
461.37,526,15770
293.44,263,12196
14.91,14,8860
297.45,270,15609
156.92,188,8993
39.75,40,12768
447.89,450,12218
59.24,47,417
265.0,244,15417
436.91,388,2395
262.86,246,10947
17.62,21,11112
65.54,90,8006
-13.11,2,9127
234.08,248,15932
553.78,529,4051
146.62,152,3545
153.09,171,9736
429.84,385,10525
45.92,27,5329
226.14,222,5438
28.54,28,11662
-5.43,5,7310
65.73,102,174
203.83,178,5249
305.71,275,4074
1.21,5,1160
258.3,233,16101
263.35,273,16079
3.39,14,11135
-8.26,7,881
186.77,143,6128
4.94,5,14711
54.87,54,677
356.28,319,13181
193.17,170,17032
414.92,413,13020
22.82,13,1385
-4.43,6,4374
23.56,17,10706
196.76,226,6574
297.96,283,14074
8.2,4,1439
287.41,321,17134
81.01,58,7783
33.9,54,1156
71.78,13,17250
297.82,340,17040
122.49,132,5585
43.71,42,13224
167.28,226,3132
106.57,108,6114
208.32,142,8427
269.61,171,15018
1.31,5,15899
41.01,69,2053
312.69,341,16117
381.98,433,7251
136.55,135,4742
151.96,198,1146
56.81,108,1866
188.57,211,6407
108.55,101,4404
121.02,140,1651
527.52,227,12300
473.06,487,12850
305.92,267,13954
119.77,132,3096
11.83,4,8486
57.0,57,101
-2.35,4,4397
301.59,186,4115
201.17,198,16754
65.44,103,3224
4.5,10,12575
182.73,238,7541
620.41,808,14628
402.76,368,10396
99.64,128,10630
142.57,68,13457
267.4,256,4914
305.7,345,6533
61.64,31,15403
94.59,200,6223
112.43,122,1495
105.05,82,9981
292.5,304,9882
71.47,64,2833
435.05,480,14165
39.7,35,9840
89.32,85,1030
331.15,357,14212
296.0,305,5217
116.5,70,11947
457.55,517,3250
35.25,49,8905
175.91,131,8732
336.67,341,15350
225.87,204,1449
32.16,40,12576
432.98,474,14531
247.63,251,10578
883.34,884,14796
314.18,211,11008
366.69,407,2779
293.69,288,3066
374.29,379,3573
253.07,584,13096
198.67,234,3251
478.31,544,11675
197.04,183,5302
365.47,356,5815
371.95,450,2914
121.27,24,2330
537.61,481,6771
-0.15,5,2959
170.44,102,6390
130.93,126,8832
189.5,235,5488
102.79,117,15692
1.38,3,15946
473.18,514,13287
540.38,593,12489
332.49,410,16261
309.9,237,15160
106.77,100,9535
28.78,21,13990
11.34,24,11516
94.97,135,16228
165.94,148,4936
240.6,215,4793
383.14,380,12962
252.36,174,16680
289.3,288,9752
-12.11,16,900
237.02,253,9857
158.33,148,12667
124.84,130,4008
0.31,8,7714
128.34,31,3842
-15.65,1,1138
318.04,452,2776
390.71,443,13694
145.3,174,17275
-7.32,10,2645
17.94,30,5359
610.98,722,15179
-7.77,4,2982
5.36,18,9461
366.01,350,11961
111.86,112,87
166.77,196,3253
132.11,130,7099
222.48,246,7672
187.81,209,7205
2.91,5,12095
62.25,67,11468
292.43,347,7321
595.76,598,14169
300.11,321,14982
44.11,41,887
112.64,128,8631
-8.41,5,1902
363.67,160,10120
128.05,110,17325
119.83,46,4562
263.79,267,9282
466.28,494,13087
112.66,102,15991
244.74,270,12080
0.82,6,4902
279.11,285,13879
99.46,11,16473
163.21,164,7242
242.64,358,6098
264.17,230,12970
295.01,230,11824
64.74,57,2282
92.76,107,7080
26.95,39,16020
393.78,404,8008
-11.84,4,8863
150.51,83,11489
247.55,216,9973
126.58,100,10539
65.09,31,6947
135.38,156,12097
11.44,9,3315
9.46,3,1878
100.35,48,6082
262.46,239,9249
53.07,64,7998
368.53,402,14068
286.96,269,15700
120.32,45,12211
3.74,6,16810
295.19,317,10853
347.75,466,16145
836.17,888,15612
746.39,817,15828
148.66,118,17272
66.02,78,80
781.13,899,15133
816.72,804,12925
13.75,5,15046
623.07,678,11144
331.09,236,2300
-4.22,15,4447
76.41,50,844
-7.74,3,9197
274.28,217,4797
175.16,165,2315
63.69,36,10966
355.34,215,8807
190.76,131,13122
-0.09,2,7741
91.15,78,1709
7.26,13,11808
252.11,184,11382
386.99,450,3932
327.88,378,14140
223.35,165,2494
481.88,527,13832
481.37,401,15205
97.5,70,4993
4.02,6,2216
262.37,189,2155
518.43,490,12517
717.66,737,13923
5.69,11,5236
231.73,182,10986
99.09,65,16541
185.14,192,10568
77.15,22,1465
106.2,107,7842
94.08,87,3609
313.53,271,13624
8.63,27,478
77.93,126,8989
483.27,312,5587
108.58,161,1057
74.98,90,13653
681.75,729,10574
72.44,79,11923
79.25,88,6977
-4.75,14,301
206.11,279,14849
243.18,180,9278
96.95,165,16803
87.91,201,2274
181.68,285,16274
155.73,58,5446
12.92,22,6255
115.13,10,17246
93.65,46,7431
141.86,173,11585
536.51,554,14173
163.16,135,4934
44.12,44,14736
452.18,444,9513
153.22,110,11860
51.44,21,2266
3.9,5,15238
24.23,53,569
43.9,37,6113
138.75,167,8404
210.75,158,17154
495.5,604,6699
231.51,214,8940
326.86,505,13518
27.74,14,9824
270.02,314,7149
372.69,352,11122
230.34,224,8379
153.35,161,16108
335.12,355,14530
208.21,160,14909
154.66,172,16408
-3.02,5,10082
280.42,292,14578
606.04,688,16909
351.06,380,16884
539.04,547,13406
184.29,204,3326
-1.85,6,6973
166.53,172,8138
165.75,165,5997
339.64,376,12086
-8.55,2,737
169.91,168,1148
63.32,77,9478
14.9,11,1179
-3.69,7,9244
142.64,223,5698
155.06,108,11034
385.39,373,12465
322.08,355,7577
36.55,29,14472
199.21,190,7948
524.77,481,12829
132.5,160,5937
300.69,334,11958
334.54,115,10646
235.51,219,11406
122.51,144,9642
62.59,75,7305
43.05,56,9097
-9.0,1,2310
50.11,32,11017
2.81,11,8385
22.37,13,15140
159.58,133,10088
120.52,95,6777
700.32,632,14571
296.62,344,5529
16.73,24,7738
292.31,378,13576
71.77,50,2977
734.19,769,11700
298.71,254,14048
214.94,190,15496
418.16,421,15818
123.49,130,3084
473.07,494,13665
71.56,87,16253
76.33,101,603
182.0,25,1761
206.69,214,4261
9.68,26,5599
51.03,78,7687
144.93,51,1760
273.52,323,16263
44.2,27,14161
166.4,134,3840
181.11,184,6941
68.0,74,7110
184.93,183,10043
250.51,204,11512
634.03,651,12531
466.53,268,6748
47.68,45,9794
106.2,108,5233
27.23,24,11760
160.8,189,3400
173.77,149,6632
165.92,171,5712
179.47,154,9590
248.21,290,12664
97.54,100,1702
427.2,385,8877
331.82,318,8090
623.1,677,11259
83.49,60,8536
59.98,61,6265
24.79,12,10993
501.14,567,10981
56.87,58,4612
246.64,332,2799
354.28,488,14147
143.88,49,16182
109.92,81,262
122.02,135,15810
204.56,196,17177
76.32,72,17351
417.85,496,16128
329.46,343,2463
214.37,202,3015
2.28,7,1808
522.72,525,3572
187.99,129,7013
86.26,44,13969
182.09,211,10424
404.54,472,6792
270.48,251,14409
61.6,52,12170
305.8,377,16632
32.5,12,6975
83.33,16,14832
609.04,623,13958
175.98,115,9352
222.93,215,3928
157.43,169,7589
345.53,367,3805
435.47,377,13014
77.11,75,6345
472.95,446,10215
-12.58,4,9629
29.18,16,1737
627.71,596,11797
271.01,318,5949
263.9,225,16483
44.9,16,11013
7.3,2,6012
111.19,16,14017
67.68,68,9104
642.97,699,14379
383.73,386,4845
157.59,150,5007
26.48,18,2404
145.88,177,8760
619.94,643,14438
234.25,311,10882
347.84,294,13163
163.62,154,7919
108.86,143,9850
772.84,801,10527
88.76,50,7134
354.57,491,10671
130.97,114,8942
368.46,310,5487
63.0,50,15998
62.31,61,400
104.24,191,9094
280.18,184,14560
-6.84,6,8411
458.66,488,11244
308.64,362,6017
213.55,161,425
148.51,64,5749
41.55,45,3484
54.4,32,1326
99.99,75,7575
13.33,3,9964
303.94,336,3670
87.99,82,9792
12.27,16,7311
20.12,63,9484
309.99,371,7487
133.54,116,7584
323.58,571,11674
124.0,144,556
283.4,236,12944
332.05,389,11402
58.57,50,914
436.67,480,12722
90.48,14,9
228.52,194,12778
128.73,135,9287
161.18,128,5389
386.56,436,4339
105.25,105,10652
299.37,214,11476
166.81,181,4656
42.61,45,14880
41.38,47,1068
4.64,4,14110
443.84,485,7394
76.26,112,3656
295.2,292,5300
33.81,30,12120
122.53,165,1283
381.96,468,15319
2.22,4,3870
134.54,132,6767
270.94,248,14049
180.23,157,63
50.63,43,1013
1.8,15,6639
243.27,208,12246
284.1,275,14006
337.63,303,12412
446.28,791,14148
-11.08,3,17263
32.3,47,792
625.47,551,16406
591.32,641,14171
57.19,61,721
322.98,297,14791
66.87,258,7433
371.98,368,7107
56.02,42,9176
100.18,14,8653
271.69,269,10931
324.84,294,14455
211.85,260,5761
177.83,139,2152
288.98,306,15776
121.53,223,10304
382.92,388,10765
370.54,316,12328
83.22,29,10533
-10.97,1,17262
92.68,81,1921
218.77,178,3857
166.15,83,341
11.56,5,14926
71.18,55,179
215.3,223,11409
205.22,391,2608
70.86,2,7596
-9.83,9,2526
247.13,172,16744
186.71,176,16384
370.51,504,13519
785.76,850,12396
91.66,46,8055
560.83,591,6435
78.14,97,8761
377.4,369,4651
239.87,216,14625
52.14,75,7095
168.51,161,17103
333.16,287,7633
171.77,200,12053
18.33,31,6063
283.32,392,16648
61.67,95,16974
180.78,114,17158
28.5,56,15334
305.82,340,12484
205.8,184,12869
538.09,595,11067
36.3,86,9458
392.73,410,13634
169.43,211,7410
87.12,31,9759
493.92,457,14963
13.05,27,5706
1.39,3,16499
263.02,304,16823
325.41,304,13132
178.02,89,5911
76.83,35,4394
587.66,616,11171
81.98,89,14853
11.66,6,15765
31.99,24,5456
319.27,291,14962
311.13,432,15591
138.93,200,8446
288.98,275,12250
378.4,367,4479
-1.36,4,16712
310.57,624,13522
24.02,18,10083
155.23,138,14106
64.42,66,15525
93.45,88,9056
-2.48,14,3798
59.95,18,17045
169.19,243,5606
229.51,173,7729
265.66,273,16167
1.42,15,829
211.37,150,13147
-11.19,4,73
449.38,584,12131
274.49,259,11746
109.81,161,1144
283.5,383,6341
12.46,20,3031
210.0,125,8821
118.12,185,1721
314.0,338,17012
119.75,72,9120
118.08,137,1732
229.45,285,14728
-11.43,3,3198
67.04,24,8476
13.6,25,9726
255.8,386,4342
223.23,196,5769
276.57,274,3201
43.36,46,1290
134.97,75,16491
514.23,522,15961
-1.23,4,4829
214.24,221,10355
34.8,59,545
30.92,39,2353
335.92,343,8825
17.15,28,1642
212.17,246,9234
57.82,43,8555
104.47,110,15
4.13,9,2236
334.15,349,3594
436.62,385,12639
117.82,151,3143
94.63,166,1610
150.32,224,2782
40.29,28,661
101.72,13,2212
73.26,13,11371
122.12,32,16472
94.04,106,11156
220.02,88,14131
566.89,475,17110
9.12,15,6898
132.66,149,9978
132.41,184,2567
497.1,434,16198
186.55,153,13083
780.02,862,13933
733.62,649,13227
354.86,257,5785
101.84,85,8490
192.51,169,11433
85.6,70,540
379.2,396,13829
562.85,646,15012
516.52,515,9211
305.87,328,15584
145.99,53,41
64.3,35,11731
32.99,41,15694
109.01,121,16595
320.17,312,1848
373.27,447,13215
460.47,564,4594
187.96,170,7173
3.64,10,7378
-22.94,1,714
297.84,416,2774
138.91,158,16658
9.06,28,7382
56.75,59,3217
100.47,11,17219
8.8,8,485
733.89,782,10406
221.91,305,9995
94.74,117,6944
221.58,211,1487
149.22,270,9469
107.89,37,4370
133.01,171,1284
214.52,190,10961
106.37,121,4496
18.29,20,407
294.78,330,11116
100.96,127,3168
433.28,582,15827
193.57,180,6025
1.64,8,5944
159.66,150,7199
88.22,47,840
6.24,5,15717
77.37,98,1011
159.91,140,6460
-2.76,7,7500
94.43,148,6584
145.05,163,8162
27.69,6,2334
167.32,192,13986
273.79,333,12640
221.69,243,861
75.87,33,15427
115.96,77,8707
171.02,227,9994
139.4,81,7579
235.99,404,4310
146.27,202,15941
-7.17,9,1906
-17.17,2,691
188.02,213,9430
127.3,84,10996
67.24,102,9695
3.24,18,232
-4.25,1,354
290.83,495,10975
95.38,106,8580
43.42,32,7700
192.01,179,3041
490.47,461,12851
407.87,454,13383
322.08,460,16728
240.57,314,4462
81.23,26,8499
18.52,26,8458
173.39,137,271
0.61,8,6253
849.57,869,12444
-11.06,1,9581
130.31,103,9837
83.42,75,15333
-3.16,10,5311
52.37,81,3049
45.77,44,16757
435.53,471,12991
316.07,347,11908
-2.55,6,10537
220.98,126,9033
253.23,256,11890
400.84,111,8662
346.9,332,16297
276.44,291,11790
172.71,144,6989
55.4,15,17248
540.17,559,16224
332.32,324,5151
47.39,29,3650
71.23,64,5476
282.44,478,15458
5.77,5,4540
124.45,122,16134
610.62,637,12007
127.07,140,5028
94.69,82,9941
228.62,177,8784
52.3,64,5941
502.62,467,3562
360.57,387,15487
93.29,89,9165
222.59,251,11945
96.43,129,2604
419.5,192,10072
98.93,95,1423
289.43,239,12563
44.55,15,15381
1.18,6,5802
348.37,361,4481
230.15,118,7471
64.61,77,1639
230.89,154,4811
441.12,272,1823
14.11,19,7502
70.71,76,427
216.06,230,13721
12.75,2,8506
355.59,343,13780
115.4,115,7603
208.38,159,12521
115.22,110,10850
29.08,51,12620
305.09,388,16742
368.66,440,5565
24.92,28,1570
372.59,535,10565
220.42,651,5536
121.52,147,9694
128.49,60,12561
273.14,217,8557
438.22,401,11762
27.35,27,393
384.93,331,4117
476.74,413,9259
606.75,596,11523
16.04,8,46
94.39,106,6886
-1.93,11,17190
6.45,11,15286
366.21,507,16821
83.31,42,15456
133.76,147,2653
65.18,57,243
193.34,207,7941
458.33,406,13787
37.66,49,13752
251.82,325,9996
115.54,65,8896
141.87,56,15698
82.57,148,5938
403.24,413,10983
91.16,96,1491
889.41,877,14749
299.88,215,8661
169.65,135,8331
1.9,7,16665
-7.84,2,8076
123.67,115,8179
2.72,8,16929
50.54,55,627
105.2,107,8358
4.76,24,16187
268.34,330,8827
100.04,141,9228
68.34,93,2088
4.01,12,16809
316.81,271,5049
76.73,56,8522
345.28,169,11546
8.85,4,10634
535.46,572,3571
169.53,185,13753
214.45,165,7706
141.19,113,11706
53.35,53,17162
138.72,134,7532
242.32,221,2243
40.4,31,12145
-15.33,1,526
-15.86,4,1364
14.23,10,4875
-8.08,4,1528
88.02,23,1474
122.25,93,14730
29.43,31,780
8.89,8,16040
81.13,77,11334
28.37,49,11948
326.58,374,3785
632.88,615,11817
351.42,367,3953
135.27,149,4718
183.73,172,10747
281.05,310,13784
684.92,842,14892
407.01,499,6858
476.95,391,6066
282.71,318,6701
369.44,456,16986
36.02,25,4305
87.93,81,2233
52.11,64,8414
281.94,168,6799
356.27,308,10372
179.61,212,3059
293.32,334,11452
141.17,192,10160
18.74,4,9387
81.99,25,11251
-9.48,3,3990
12.03,20,9558
195.13,185,12101
91.96,41,7128
18.53,8,10726
344.85,379,13517
307.7,352,12580
2.98,6,13727
257.87,229,9426
11.12,16,8413
83.89,43,4949
159.62,150,3901
391.74,385,2970
189.48,194,12987
177.78,254,7266
258.56,334,10165
-0.97,10,5022
267.59,224,11383
176.76,141,2207
175.06,170,7436
18.33,27,9651
1.07,2,1436
185.47,195,3263
55.26,99,512
168.61,160,917
214.22,225,5531
-7.51,2,5894
361.9,361,10094
92.92,71,2744
9.38,31,454
424.25,421,4147
56.12,87,2281
7.16,20,2715
5.62,6,11253
12.92,17,6759
166.71,122,12793
119.9,116,9516
446.51,460,14267
126.88,124,8262
253.11,210,13133
46.43,16,5824
473.41,513,12154
125.57,154,6560
126.51,165,8990
201.09,162,5366
196.79,185,15101
161.79,147,16074
83.71,108,9084
-6.08,2,9939
-13.23,2,70
323.26,385,16932
47.95,65,470
182.63,157,11681
252.81,206,9081
249.44,260,10523
454.4,457,13547
332.22,185,15365
63.56,96,3320
101.88,93,387
68.13,48,2769
1.54,2,4181
384.44,243,16417
545.93,482,15758
183.31,189,4073
415.24,336,13143
51.61,21,9986
504.47,452,14486
158.55,154,17127
3.96,4,5356
98.64,26,16542
112.83,70,5805
209.75,311,7336
542.8,568,6171
127.69,111,8182
4.83,13,7162
103.18,139,5113
263.87,240,2745
385.34,414,6652
31.93,58,5867
44.68,17,8501
163.81,156,1801
382.69,409,6090
343.45,228,16437
397.85,457,10216
634.91,693,16118
102.0,40,6562
653.87,750,10550
148.54,204,7940
75.48,205,16062
496.76,419,10670
47.7,30,991
220.78,196,6774
243.99,220,5668
320.82,134,9273
-2.58,2,2141
291.92,317,13888
622.45,633,13262
77.29,108,1884
3.3,2,6396
110.45,80,9477
230.03,204,11431
230.68,140,6891
52.26,48,675
333.32,389,16764
318.27,380,5787
230.63,283,6221
180.91,144,4298
0.78,5,16207
309.36,316,14264
141.73,185,2244
94.82,116,9515
462.68,611,14942
-9.45,4,2190
144.34,35,5522
165.81,183,1285
133.62,150,6297
45.83,87,16303
51.89,55,1525
823.4,858,13932
356.31,370,16605
239.25,112,4114
351.92,293,13708
52.13,34,11806
156.93,175,10712
207.93,186,13109
406.86,390,12107
307.38,296,13552
33.96,34,14232
78.7,54,496
183.55,190,15665
423.12,481,14282
273.51,377,5319
-10.86,1,7118
410.22,442,4143
79.08,74,6033
487.51,487,13663
10.39,20,14277
79.57,70,307
19.07,21,14252
12.25,16,600
58.05,18,4879
338.21,396,13804
699.08,705,13899
118.5,74,7078
436.3,396,9618
22.58,21,11592
44.1,37,8335
343.42,371,16537
228.94,232,5439
655.54,713,13299
810.62,767,13789
306.97,350,11692
836.94,845,14388
53.3,46,6281
8.33,17,6323
90.03,33,11755
-10.52,4,8340
22.79,5,6830
129.27,34,16901
701.4,729,13611
3.15,5,3892
411.21,351,10385
103.66,30,8537
279.99,354,10923
-14.14,5,258
271.02,168,14491
80.22,76,177
238.44,220,13169
396.38,493,15494
382.49,402,12014
57.25,56,873
434.13,434,15111
-8.77,6,7333
205.81,195,13253
430.19,380,5980
159.47,140,1769
157.22,206,8994
226.18,303,16796
178.38,280,8249
199.62,167,10902
794.43,839,15435
113.21,153,7534
129.67,138,5711
87.94,97,5072
53.07,44,9167
1.71,32,2
-3.41,3,10081
23.02,10,10342
30.89,22,4781
16.56,17,12048
91.56,130,3181
439.62,442,14210
0.51,2,5989
195.03,300,16873
76.93,117,816
15.59,30,945
359.33,424,10601
76.99,148,6273
461.15,408,6220
271.85,283,13903
125.76,125,3457
2.34,9,6372
42.65,11,4110
65.7,43,14157
32.43,52,8146
161.72,169,2483
178.56,166,14368
-1.93,5,16233
135.64,185,10484
56.33,61,8396
100.94,102,7950
694.81,744,14307
185.9,190,4775
34.34,10,6808
90.49,132,5041
72.6,45,8039
127.0,140,14274
319.37,331,3305
-10.48,2,8388
840.08,812,14316
133.71,175,6416
584.32,591,15198
127.37,124,9877
-14.56,2,1411
-2.63,13,2500
126.02,29,4994
419.12,448,12371
836.17,795,13284
87.46,66,1049
158.08,145,2320
102.24,99,8894
110.02,67,13939
36.25,23,13993
319.11,308,9045
-11.22,2,433
240.53,250,10354
-18.39,1,551
178.49,160,6912
178.49,230,3587
23.22,18,9391
186.04,198,16847
142.49,111,9663
390.51,380,13298
163.6,203,2231
285.33,300,16724
-9.76,7,2599
328.17,387,16046
311.47,471,10617
77.97,61,7559
466.61,466,5108
209.56,174,13037
426.4,330,10409
373.59,190,1754
212.01,206,14381
11.66,12,12336
535.94,467,12638
204.91,177,5746
3.26,7,15598
4.38,8,5500
267.67,317,13912
14.4,21,6495
50.15,13,7377
368.52,356,6364
67.3,69,10631
40.73,37,14830
76.4,96,8593
224.46,224,13913
130.26,30,10725
294.1,421,10668
73.45,36,1741
230.04,222,564
132.69,88,17005
1.65,6,17310
608.46,679,16933
211.96,232,11777
-12.91,3,1646
95.19,150,3024
299.51,233,10267
225.2,250,10663
14.25,13,1158
141.97,141,3432
236.0,261,9371
349.87,339,2147
178.17,236,8301
447.16,291,13187
123.89,101,1074
66.93,108,1959
62.95,26,10271
124.19,203,8447
184.61,204,3327
461.57,450,15635
258.05,258,12298
7.38,11,15528
105.33,86,2009
252.13,335,3638
38.19,35,14448
751.68,886,15804
244.55,239,17291
77.85,108,7351
87.69,72,5185
433.74,611,3019
276.31,357,3645
83.29,22,7869
221.81,218,2830
189.37,137,5134
313.51,377,14197
44.82,26,7065
143.0,160,7939
311.16,323,13642
177.07,285,6246
135.33,119,3794
-10.9,4,3174
2.63,37,899
102.38,97,8893
47.02,36,9670
-0.55,2,10130
212.93,300,8635
142.31,123,14620
279.23,299,11608
279.03,319,15274
264.38,344,10229
86.11,96,5017
1.89,4,14901
162.9,26,17205
211.31,221,4095
821.99,953,15108
657.0,94,16454
1.79,21,8341
114.6,96,6945
168.72,184,541
138.29,106,4741
8.08,6,13415
734.91,678,11892
117.25,175,8092
325.5,317,3976
172.25,211,14737
8.85,7,13919
358.38,473,15517
46.45,57,1982
233.78,283,12400
123.59,143,15481
2.68,12,16833
32.32,31,2451
177.58,204,10257
355.52,249,3500
40.21,54,2352
577.14,568,16798
152.96,56,2906
591.78,530,5347
140.2,124,2150
141.67,36,14914
25.45,14,8740
166.06,174,11970
35.42,10,789
101.33,78,798
10.74,11,1460
234.52,255,15519
42.68,50,8059
-5.56,10,9295
94.38,109,5992
181.15,179,7245
143.6,138,8946
359.8,403,12631
87.63,80,7685
4.79,10,14423
148.57,163,9875
27.54,52,2932
4.3,13,2311
24.82,50,6971
35.83,2,1625
272.99,285,4414
191.2,282,1305
97.67,68,7733
271.84,368,10496
75.39,15,14545
36.11,50,7954
163.81,391,14362
117.93,104,2400
192.55,126,15569
652.24,786,15733
126.27,118,838
164.42,150,14659
158.89,153,17136
72.46,79,7481
540.42,551,3692
276.58,248,12079
66.19,6,13176
108.92,82,11514
20.46,19,14133
-0.22,9,1527
295.44,197,8756
111.39,60,14059
218.86,237,9831
152.7,123,10972
69.4,16,11161
141.7,111,11018
13.65,6,1573
324.97,320,5514
504.38,647,15342
15.96,17,4663
27.97,6,2550
242.56,344,16410
811.4,863,14604
308.64,405,16168
388.43,196,5692
432.73,457,4426
288.07,260,10242
73.16,90,10013
248.45,251,16121
198.52,162,13995
-6.61,3,96
162.48,190,13561
96.25,76,12308
104.45,22,9721
52.86,41,6226
223.39,207,16720
259.39,237,2985
11.52,10,11160
70.38,84,1867
10.75,16,15477
64.72,68,6276
376.59,353,9763
199.4,169,4886
42.89,31,2437
284.38,207,13492
293.74,300,5394
21.79,28,1268
236.12,159,5369
-1.49,6,4830
239.17,226,2230
235.15,230,3779
392.12,491,5645
115.21,131,3946
188.55,183,8920
434.02,437,5050
228.86,304,4644
513.03,512,14004
40.54,60,1836
113.84,88,3106
44.86,22,6563
1.7,8,2980
88.24,65,15674
149.75,257,16558
21.88,31,2259
102.95,98,2268
-7.74,2,375
267.22,482,16560
111.62,72,9272
393.42,42,16470
179.64,193,12401
567.03,686,13934
335.72,392,3139
27.93,26,15948
99.06,123,12426
16.63,12,4539
232.77,132,7469
54.02,63,8547
310.62,293,4985
11.31,13,14877
50.79,10,8463
527.54,573,14390
278.43,153,5295
364.85,287,13166
-17.69,1,645
242.51,304,8042
524.88,448,12038
318.96,283,13064
45.51,59,9144
163.39,142,1322
20.39,21,14756
113.09,109,10084
444.47,480,14411
117.95,101,1820
72.43,129,6380
228.25,134,8900
31.54,43,5800
163.85,182,86
163.98,176,7533
98.07,128,16301
387.5,98,8901
399.85,543,10814
143.97,129,7363
276.15,258,5490
54.24,73,6617
92.75,97,9108
284.09,282,5493
273.2,265,10425
104.47,114,845
362.87,296,3980
43.96,37,4805
325.71,373,12063
261.37,218,15078
87.47,113,4467
21.08,11,13295
69.21,10,17247
156.38,87,9666
81.92,106,3204
182.57,176,6049
318.67,408,12423
1.49,11,7402
156.3,95,986
777.65,922,15732
144.61,123,5008
288.6,312,14263
211.93,213,7057
108.37,64,9336
8.35,18,6923
442.67,530,15050
59.53,67,6444
228.24,240,13544
367.81,401,3302
177.71,192,8130
854.34,812,14437
125.77,79,8898
-6.01,1,2142
79.16,50,1092
148.79,79,11332
35.17,18,3296
169.02,185,449
306.48,326,4984
194.09,206,3902
192.9,233,4238
198.31,28,7756
3.86,17,7857
417.96,332,13023
303.72,329,15226
118.86,107,6642
387.75,412,2708
312.26,333,2229
-2.88,5,12238
466.53,651,10473
423.05,338,13670
266.95,274,4737
206.92,271,11200
272.87,270,2730
-13.33,7,7693
8.66,8,11517
268.36,500,16550
120.75,52,11336
225.54,202,13817
15.38,13,4252
154.01,357,7989
51.1,21,2433
235.73,268,16625
133.19,147,7146
351.99,384,9806
190.53,165,3760
138.0,135,11778
26.18,61,10319
171.33,190,5877
102.56,72,1986
492.93,401,8804
139.5,137,5687
60.64,57,441
12.98,27,3391
108.7,88,7830
364.06,397,6939
150.2,61,9959
9.52,6,16543
38.43,43,12864
84.4,87,1734
305.63,335,12388
71.0,67,16565
513.14,563,14819
156.92,174,4920
103.7,87,2100
12.34,30,6231
351.61,361,7465
128.58,62,7282
6.22,9,11807
53.78,62,172
314.37,305,10717
85.17,74,928
22.73,21,7046
255.59,255,9203
64.71,66,1419
308.01,290,14456
100.92,45,4874
222.66,201,4296
299.87,338,9548
474.33,527,15510
584.41,507,16104
266.07,320,7319
16.57,29,10275
201.44,196,17363
-0.98,19,17356
0.33,1,10680
168.52,159,8422
127.51,121,1980
118.43,95,5168
197.12,359,15556
127.73,108,1519
47.23,38,6305
56.83,43,1923
119.7,177,9598
29.25,45,9795
186.73,168,7751
395.77,443,5744
11.13,20,8241
73.57,71,7159
180.45,189,11248
-10.83,2,951
245.61,144,11209
208.3,235,6691
165.1,168,3376
107.9,219,8326
82.09,33,13867
169.03,170,9783
328.52,373,13288
284.85,308,5385
15.16,26,3511
62.74,90,11587
95.82,57,1166
177.59,164,3635
438.89,449,16006
227.98,212,14835
375.3,339,5981
99.19,126,9276
172.29,100,2954
29.82,28,579
43.55,30,1021
180.09,155,1123
269.81,305,14289
41.62,20,252
-0.4,6,92
103.65,102,9801
64.22,58,6443
565.81,636,16957
99.09,76,9135
107.0,110,5048
479.69,556,15074
339.78,359,16337
168.78,170,15930
178.56,178,6047
601.54,560,11148
20.93,9,11229
249.68,258,6362
54.42,56,1395
72.32,98,173
345.27,255,12159
74.24,74,9416
453.8,463,9044
142.04,53,13411
17.14,17,2593
515.03,576,9895
16.7,6,14831
424.88,124,15888
106.81,16,8498
16.95,19,9632
173.47,194,5225
227.65,216,14417
-11.65,4,1226
189.45,127,13683
-12.61,6,7691
56.58,13,2548
318.76,331,12880
75.71,51,15530
21.93,42,16594
227.12,108,13851
12.45,13,14159
91.82,90,772
29.54,14,12212
77.19,112,3344
145.22,161,9062
272.18,275,6308
447.01,362,4940
744.88,683,14883
